00_START_HERE/ARTICLE_ROADMAP.md,2234,293d32d6de75d5b9
00_START_HERE/CASE_VERIFICATION_REGISTER.md,5157,938a541cf14306ba
00_START_HERE/FINAL_TAXONOMY.md,4320,fa8aa0397b4339c2
00_START_HERE/NEXT_CHAT_PROMPT.md,2400,5c4868bea3ab2c3a
00_START_HERE/PACKAGE_TREE.txt,3975,c3d95e1bcaef97f3
00_START_HERE/README_START_HERE.md,48469,444c00d3bbe76270
00_START_HERE/SOURCE_PROTOCOL.md,71901,486bf0b00a95a120
01_ORIGINAL_ARTICLE/extracted_index.html,264511,7cd2e1021a18dd89
01_ORIGINAL_ARTICLE/original_article_latest_uploaded.zip,264993,9b02d4358a9a1cde
02_RESEARCH_BY_VERSION/v0_foundation_methodology/research_obratnaya_storona_kafedry_v0_1.md,30770,bd963fa70c9fc26e
02_RESEARCH_BY_VERSION/v0_foundation_methodology/research_obratnaya_storona_kafedry_v0_2.md,40429,ddfa5b5a01bc9a19
02_RESEARCH_BY_VERSION/v0_foundation_methodology/research_obratnaya_storona_kafedry_v0_3.md,37372,6d1dc9b6bb475b6f
02_RESEARCH_BY_VERSION/v0_foundation_methodology/research_obratnaya_storona_kafedry_v0_4.md,74161,ad54181a52a7f18f
02_RESEARCH_BY_VERSION/v0_foundation_methodology/research_obratnaya_storona_kafedry_v0_5.md,102761,2e2f6bb1d578bf3a
02_RESEARCH_BY_VERSION/v0_foundation_methodology/research_obratnaya_storona_kafedry_v0_6.md,145993,c32b13250a726644
02_RESEARCH_BY_VERSION/v0_foundation_methodology/research_obratnaya_storona_kafedry_v0_7.md,35775,19702fe28dbe1e55
02_RESEARCH_BY_VERSION/v0_foundation_methodology/research_obratnaya_storona_kafedry_v0_8.md,33698,579a29caee56ee5a
02_RESEARCH_BY_VERSION/v0_foundation_methodology/research_obratnaya_storona_kafedry_v0_9.md,72126,51b1fa26a5a5f1cf
02_RESEARCH_BY_VERSION/v1_cases_restoration_disqualification/research_obratnaya_storona_kafedry_v1_0_lawson_azurdia_cases.md,28719,444b3fffa18abc8d
02_RESEARCH_BY_VERSION/v1_cases_restoration_disqualification/research_obratnaya_storona_kafedry_v1_1_lawson_source_pack.md,25454,e2ba75caf3611f00
02_RESEARCH_BY_VERSION/v1_cases_restoration_disqualification/research_obratnaya_storona_kafedry_v1_2_hidden_sin_cases.md,26053,17f750b928201df7
02_RESEARCH_BY_VERSION/v1_cases_restoration_disqualification/research_obratnaya_storona_kafedry_v1_3_restoration_disqualification.md,26688,4b2371808dc18091
02_RESEARCH_BY_VERSION/v1_cases_restoration_disqualification/research_obratnaya_storona_kafedry_v1_4_case_taxonomy_quick_restoration.md,24662,4cc515f1b883fe57
02_RESEARCH_BY_VERSION/v1_cases_restoration_disqualification/research_obratnaya_storona_kafedry_v1_5_permanent_disqualification.md,32957,72dbf5e3e816ff2a
