record_id,year,issue,printed_page,page_span,primary_heading,persons_places,content_summary,evidence_status,source_drive_id,source_sha256,source_bytes,pdf_pages,transcription_guard
BL20-1910-06-P01-04-PLATES,1910,6,1-4 + 2 unnumbered plates,PDF 1-6,К кончине бр. И. Ф. Гоцкого,Иосиф Феодорович Гоцкий; П. Гоцкая; А. С. Макаренко; Николаев; Севастополь; Одесса; Харьков,"Primary obituary dossier combines the widow’s account and A. S. Makarenko’s independent letter. It traces conversion and baptism in 1900, persecution, Odessa presbyteral service, final illness and death on 25 April 1910. Two unnumbered plates preserve Gotskiy’s portrait and the funeral procession.",PRIMARY_FULL_VISUAL_CHECK,1TmtWyp_4wjFtX6RRHXSSIBypZdkDT7s1,64161aac155ee77d84985758807fb8ea3ec0f082df35094d714a068ab9c0c8a6,4617734,10,Two biographical versions contain date and wording differences; retain each as a separate witness and cite the images for exact names and chronology.
BL20-1910-06-P02-03,1910,6,2-3,PDF 2 and 5,Где покой?,И. Гоцкий,"Poem attributed in print to I. Gotskiy meditates on rejection by the world, Christ’s betrayal and death, witness before rulers, heavenly peace and service to suffering people.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1TmtWyp_4wjFtX6RRHXSSIBypZdkDT7s1,64161aac155ee77d84985758807fb8ea3ec0f082df35094d714a068ab9c0c8a6,4617734,10,The poem is interrupted in the PDF sequence by two inserted image plates; printed pagination controls the citation.
BL20-1910-06-P04-05,1910,6,4-5,PDF 6-7,Обращенный ко Христу магометанин,Иса; Сархад; Индия; Баку; Бухара; Асхабад; Вильгельм Крейсман,"Translated testimony of a Muslim convert and preacher named Isa: Gospel contact in 1880, travel to India in 1889, preaching among Muslims, work in Baku with seventeen reported converts, and later activity in Bukhara and Ashgabat; the item reports revival in Russian Turkestan from summer 1908.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1TmtWyp_4wjFtX6RRHXSSIBypZdkDT7s1,64161aac155ee77d84985758807fb8ea3ec0f082df35094d714a068ab9c0c8a6,4617734,10,"The text is a translation from Sonnen-Aufgang no. 5, February 1908; distinguish the embedded testimony from editorial verification."
BL20-1910-06-P05-06,1910,6,5-6,PDF 7-8,"Бог мой ты, тебя я ищу",Абрам Звенигородский; Киев; И. П. Кушнеров,"Autobiographical letter by the sixty-two-year-old Jewish blacksmith Abram Zvenigorodskiy recounts a long religious search, contact with Kushnerov in Kyiv and a request for correspondence and contacts with believers across Russia.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1TmtWyp_4wjFtX6RRHXSSIBypZdkDT7s1,64161aac155ee77d84985758807fb8ea3ec0f082df35094d714a068ab9c0c8a6,4617734,10,Do not merge this person with unrelated genealogy records; identity is supported only by the primary letter.
BL20-1910-06-P06-07,1910,6,6-7,PDF 8-9,Учение Христово,anonymous narrator,"Personal conversion and doctrinal meditation contrasts inherited religiosity with direct reading of Scripture and presents Christ as teacher, Savior and the only name of salvation.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1TmtWyp_4wjFtX6RRHXSSIBypZdkDT7s1,64161aac155ee77d84985758807fb8ea3ec0f082df35094d714a068ab9c0c8a6,4617734,10,No author is printed in the visible article; do not attribute it to Prokhanov or another editor.
BL20-1910-06-P07-08,1910,6,7-8,PDF 9-10,Неизследимое богатство,Дмитрий Арсенкин,"Devotional exposition of the unsearchable riches of Christ, eternal life, the new covenant and the call to receive and follow Christ; signed Dmitriy Arsenkin.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,1TmtWyp_4wjFtX6RRHXSSIBypZdkDT7s1,64161aac155ee77d84985758807fb8ea3ec0f082df35094d714a068ab9c0c8a6,4617734,10,Modern summary only; preserve old orthography and biblical citation forms in direct quotation.
BL20-1910-07-P01-02,1910,7,1-2,PDF 1-2,К кончине брата Иосифа Феодоровича Гоцкого. Из письма бр. И. М. Тимохина,И. М. Тимохин; И. Ф. Гоцкий; Одесса; Харьков,"Timokhin’s independent memoir continues the Gotskiy dossier: he came to Odessa on 4 March 1910 at Gotskiy’s invitation, describes his concern for unity and service, the 20 March departure for Kharkov, the urgent telegram of 3 April, their 6-14 April conversations and Gotskiy’s expectation of death.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,16QGKf7QFMEDFJdk1rPW_4xnKvvhtxQA8,775cd42c3f9656c641de8f913b594716308718743fdf67373640b89757f4c577,6159289,12,Keep Timokhin’s dates separate from the June obituary accounts; reconcile only after a dedicated chronology table.
BL20-1910-07-P02-03,1910,7,2-3,PDF 2-3,Братския письма,Д. С. Чехмарев; Казань; последователи Кондрата Малеванного; Ф. М. Зуйков,"Autobiographical conversion letter describes the writer’s father being confined in the Kazan psychiatric hospital for Bible teaching, contacts with followers of Kondrat Malevanniy, the arrival of F. M. Zuykov in Kazan in 1909 and the writer’s conversion before military service.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,16QGKf7QFMEDFJdk1rPW_4xnKvvhtxQA8,775cd42c3f9656c641de8f913b594716308718743fdf67373640b89757f4c577,6159289,12,The psychiatric and legal claims are personal testimony; do not generalize them without archival corroboration.
BL20-1910-07-P04,1910,7,4,PDF 4,Зверства в России,М. Н. Си—ов; Донская область,"Mission report from the Don region describes crowd harassment, threats, detention, seizure of documents and forced departure of visiting believers.",PRIMARY_PAGE_VISUAL_CHECK,16QGKf7QFMEDFJdk1rPW_4xnKvvhtxQA8,775cd42c3f9656c641de8f913b594716308718743fdf67373640b89757f4c577,6159289,12,The signature is abbreviated in print; never expand the surname beyond М. Н. Си—ов without a second source.
BL20-1910-07-P04-05,1910,7,4-5,PDF 4-5,Письмо о положении общин в Новгородской губернии,Новгородский и Крестецкий уезды; латышские лютеране; баптисты,"Unsigned report estimates about five hundred Baptists in the Novgorod and Kresttsy districts, notes only one preacher, a youth union for visits and correspondence, and an acute need for Russian-language evangelism.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,16QGKf7QFMEDFJdk1rPW_4xnKvvhtxQA8,775cd42c3f9656c641de8f913b594716308718743fdf67373640b89757f4c577,6159289,12,The numerical estimate is the correspondent’s claim; preserve the anonymous signature «Верующий».
BL20-1910-07-P05,1910,7,5,PDF 5,"Как началось дело Божие в М. Б. Токмак, Таврическ. губ.",Василий К. Ермоленко; Большой Токмак; С. П. Жук; Правосверов; Балихин; Кушнеров,Local origin narrative dates the beginning of evangelical work in Bolshoy Tokmak to December 1906 and names itinerant workers and the first peasant household involved.,PRIMARY_PAGE_VISUAL_CHECK,16QGKf7QFMEDFJdk1rPW_4xnKvvhtxQA8,775cd42c3f9656c641de8f913b594716308718743fdf67373640b89757f4c577,6159289,12,Several surnames require diplomatic spelling from the page before authority-file merging.
BL20-1910-07-P05-06,1910,7,5-6,PDF 5-6,Письмо из с. Раевки,Стефан Трофимович Дешко; Раевка; Черниговская губерния,"Spiritual autobiography dated 21 July 1908 describes Bible reading, personal conversion and work among children and youth.",PRIMARY_PAGE_RANGE_VISUAL_CHECK,16QGKf7QFMEDFJdk1rPW_4xnKvvhtxQA8,775cd42c3f9656c641de8f913b594716308718743fdf67373640b89757f4c577,6159289,12,The printed locality/volost spelling is difficult; retain the scan as authority and avoid silent normalization.
BL20-1910-07-P07,1910,7,7,PDF 7,Краткое сообщение за 1909 год,Ф. П. Балихин; Астрахань; Бердянск; Симферополь; Севастополь; Одесса; Николаев; Харьков; Полтава; Александровск; Екатеринослав; Нижнеднепровск; Ростов-на-Дону; Сибирь; Самара; Балашов; Борисоглебск,"Quantified missionary itinerary reports seven months away from home, dozens of meetings and sermons across southern Russia, the Volga and Siberia, including thirteen baptisms in Nikolaev, fourteen in Nizhnedneprovsk, forty-eight Siberian meetings and six theater meetings in Borisoglebsk.",PRIMARY_PAGE_VISUAL_CHECK,16QGKf7QFMEDFJdk1rPW_4xnKvvhtxQA8,775cd42c3f9656c641de8f913b594716308718743fdf67373640b89757f4c577,6159289,12,Counts are the author’s own annual report; retain exact locality spellings and do not aggregate with other years.
